CEP;UF;CIDADE;BAIRRO;LOGRADOURO
94010480;RS;Gravataí;Orico;Rua Parque Renascença
94010490;RS;Gravataí;Dom Feliciano;Rua José Antônio Duarte
94010500;RS;Gravataí;Dom Feliciano;Rua Belmiro Ramos
94010510;RS;Gravataí;Centro;Rua Doutor Sirchs
94010530;RS;Gravataí;Orico;Rua Balduíno Augusto Linck
94010540;RS;Gravataí;Centro;Rua Marcelino Costa
94015000;RS;Gravataí;Natal;Rua Boa Vista
94015010;RS;Gravataí;Centro;Rua Salvador Canelas Sobrinho
94015020;RS;Gravataí;Centro;Rua Eduardo Gomes
94015030;RS;Gravataí;Orico;Rua Aracy Barcelos Fonseca
94015040;RS;Gravataí;Orico;Rua Paulo Alves
94015050;RS;Gravataí;Dom Feliciano;Rua David Canabarro
94015060;RS;Gravataí;Orico;Rua Caldas Júnior
94015070;RS;Gravataí;Dom Feliciano;Rua Professor Eusébio Bastiani
94015080;RS;Gravataí;Dom Feliciano;Rua Pompílio Gomes
94015090;RS;Gravataí;Orico;Rua Abrelino M. Gomes
94015100;RS;Gravataí;Dom Feliciano;Rua Antônio Gomes
94015110;RS;Gravataí;Dom Feliciano;Rua Felipe Varela
94015120;RS;Gravataí;Dom Feliciano;Rua Monsenhor Leopoldo Neis
94015130;RS;Gravataí;Dom Feliciano;Rua Frei Tomé
94015140;RS;Gravataí;Dom Feliciano;Rua José Antônio Raupp
94015141;RS;Gravataí;Dom Feliciano;Rua Antônio R. S. Vargas
94015150;RS;Gravataí;Dom Feliciano;Rua Waldemar Guido Vicentini
94015160;RS;Gravataí;Dom Feliciano;Rua Cássio Soares
94015170;RS;Gravataí;Dom Feliciano;Rua Avelino Rosa
94015171;RS;Gravataí;Dom Feliciano;Rua José Henrique Barbosa dos Santos
94015180;RS;Gravataí;Dom Feliciano;Rua Otto Alves Pereira
94015190;RS;Gravataí;Dom Feliciano;Rua Norberto Peixoto
94015191;RS;Gravataí;Dom Feliciano;Rua Assis de Oliveira
94015200;RS;Gravataí;Dom Feliciano;Rua Otávio Nunes
94015210;RS;Gravataí;Dom Feliciano;Travessa Tiradentes
94015220;RS;Gravataí;Dom Feliciano;Rua Manoel Bordin
94015230;RS;Gravataí;Dom Feliciano;Rua José Fleck
94015240;RS;Gravataí;Dom Feliciano;Rua Luiz Toledo
94015250;RS;Gravataí;Dom Feliciano;Rua Nestor Pereira
94015260;RS;Gravataí;Natal;Avenida Domício Moraes
94015270;RS;Gravataí;Natal;Rua Getúlio Vargas
94015280;RS;Gravataí;Natal;Rua Ouro Preto
94015290;RS;Gravataí;Natal;Rua Fogaça da Cruz
94015300;RS;Gravataí;Natal;Rua Regência
94015310;RS;Gravataí;Natal;Rua Imperador
94015320;RS;Gravataí;Natal;Rua Maringá
94015330;RS;Gravataí;Natal;Rua Conspiração
94015340;RS;Gravataí;Natal;Travessa Braun
94015350;RS;Gravataí;Natal;Rua Paquistão
94015360;RS;Gravataí;Natal;Rua Porto
94015370;RS;Gravataí;Natal;Rua Navegantes
94015380;RS;Gravataí;Natal;Rua Cascata
94015390;RS;Gravataí;Natal;Rua Dom Casmurro
94015400;RS;Gravataí;Dom Feliciano;Rua Dom João VI
94015500;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Lua Nova
94015510;RS;Gravataí;Loteamento Jardim Timbaúva;Rua João Carlos Linck
94015520;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Sol Nascente
94015530;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Ivan Maciel
94015540;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Pedro dos Santos
94015550;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Nelson Cidade de Souza
94015560;RS;Gravataí;Loteamento Jardim Timbaúva;Rua Antônio Ramos
